n,const_f,sum_f,prod_f,direct_poly,horners_poly,sort.bubblesort.sort,sort.quicksort.sort,sort.timsort.sort,matrix_mult
1620,6.499999756215402e-07,0.0001529124999706255,0.00015909999993368729,0.0003891999999439122,0.00035341250000442415,0.2122400124999615,0.003353312499996264,0.005258124999926395,0.07311737499995274
1621,5.624999914743967e-07,0.00015275000004066897,0.0001587499999970987,0.00040208749999237625,0.00037028750000445143,0.21123691249999865,0.0032739249999735875,0.005245649999949364,0.07541111249997812
1622,6.285714724591733e-07,0.00015467500000454493,0.00016040000005546062,0.0003990375000455515,0.00035827499993956735,0.21195539999996527,0.00344930000005661,0.005266849999998158,0.07358248750000485
1623,6.142857143588896e-07,0.00015468750001446097,0.00016227500003651585,0.00040342499997336745,0.0003608125000482687,0.21161053750000747,0.003272812500000555,0.005594962499969824,0.07261979999998402
1624,5.750000013904355e-07,0.00015666250001800108,0.00015957500002627967,0.0004035750000070948,0.0003658499999801279,0.21284666249999873,0.00333263749996604,0.005319899999989275,0.07774373749995789
1625,6.000000537044668e-07,0.00015342499997927916,0.00016248750000613654,0.0004065375000266158,0.00037408749997780433,0.21388541249990567,0.003295012499961558,0.005458287499919834,0.07147946249997972
1626,6.374999941272108e-07,0.0001480500000070606,0.00015443750001509216,0.0003899999999816828,0.00035653750003916684,0.20965386249997664,0.0033399625000640754,0.005317212499932111,0.07632552500001566
1627,6.714286168322101e-07,0.00015430000001970257,0.00016116249994979626,0.00040648749995852995,0.00037422500003003734,0.2121286499999826,0.0032946375000335593,0.005285662500057242,0.07452028750003592
1628,6.83333344871547e-07,0.00015362500002424895,0.000161524999981566,0.00040746250002143825,0.00035833749996072584,0.21468923749998226,0.0033541249999586853,0.005208137500005705,0.07332777499996723
1629,6.000000212225132e-07,0.0001541000000315762,0.00015953749999653155,0.00040437142852819567,0.0003743250000241005,0.21336399999995592,0.0033118875000468506,0.005498425000013185,0.07434461249999913
1630,6.62499985537579e-07,0.00015502500002639863,0.00016233750000083091,0.00041238750000616164,0.00035827499996798906,0.21384733749997054,0.0033641124999519434,0.00528952499999491,0.07523808749999716
1631,7.749999895168003e-07,0.00015465000001313456,0.0001666285714431329,0.0004383250000330463,0.0003743249999672571,0.21181269999999586,0.0033735428571617376,0.005289462500030595,0.07541050000000382
1632,5.624999914743967e-07,0.0001532249999627311,0.00015960000001769004,0.00040870000003678797,0.00037272499997698105,0.2133185625000067,0.0032780624999873,0.0054975625000110995,0.07330811250005809
1633,6.999999868639861e-07,0.00015430000007654598,0.00015908749995219296,0.00040915000002428314,0.0003675625000596483,0.21363252500003682,0.0033420250000517626,0.005382174999994049,0.07409500000002822
1634,5.999999887405596e-07,0.00015366249996873194,0.00016049999993583697,0.0004062250000060885,0.00037369999998304593,0.21522513749999916,0.0032975375000035,0.005324512500010314,0.07389058749998867
1635,6.333333809986167e-07,0.00015492500006075716,0.00016521250009304822,0.00041701428572845804,0.00037588749995620674,0.2147610250000298,0.0033586124999942513,0.005822199999983013,0.07449733750004839
1636,6.375000225489202e-07,0.00015455000004749309,0.00016068749999931242,0.00041484999997010163,0.00036558749999926476,0.21650155000000382,0.00330807500003516,0.005341499999985899,0.07611628749998545
1637,6.142857468408433e-07,0.00015436249998401763,0.0002272874999960095,0.00045483750002972556,0.0003624250000200391,0.21652002499999412,0.0033339124999827163,0.005319612499960158,0.07609900000002767
1638,6.249999557894625e-07,0.00015958749995093058,0.0001631375000101798,0.0004096250000031887,0.00037988750000295113,0.21485652499998764,0.003358387499986293,0.0053940625000166165,0.07735804999998663
1639,6.199999916134402e-07,0.00015422500004547146,0.00016021428574016942,0.00040936250005074726,0.0003576125000677166,0.2161577874999807,0.0034658874999990985,0.005327237500011961,0.0771476875000019
1640,6.125000595602614e-07,0.00015633750001597946,0.000163025000063044,0.0004156375000547996,0.00038137500001766966,0.2163142874999835,0.0033146750000128122,0.005381387500023038,0.07696351250004341
1641,6.000000212225132e-07,0.00015563749997227205,0.00016230000005634793,0.0004087750000110191,0.0003759124999760388,0.21721959999999285,0.0033743625000113298,0.005328812500010827,0.0778195875000165
1642,6.249999557894625e-07,0.00015642499994328318,0.0001625124999691252,0.00042617142854136806,0.0003766375000395783,0.21559638749997134,0.0032816749999824424,0.005458562499995878,0.07834038750002037
1643,6.12500031138552e-07,0.00015680000004181238,0.00016368750002015986,0.0004105874999709158,0.00037447500000098444,0.21993530000000305,0.0033057375000851152,0.005277562500026534,0.07547333749997165
1644,6.000000537044668e-07,0.00015541249999273532,0.00016092499996034348,0.0004544000000521464,0.00037708749999865177,0.21717346249999991,0.003329087499992056,0.005569862499953615,0.08014918749998401
1645,6.28571504941127e-07,0.00015728750003063396,0.0001608249999378586,0.0004070875000081742,0.00037729999999669417,0.21712577499994268,0.0033770999999944706,0.005294012500002054,0.0757731874999763
1646,6.142857143588896e-07,0.0001559374999828833,0.00016742500000077598,0.00041186249998759195,0.0005134250000367047,0.21970371250000653,0.0034897249999517044,0.005362050000030649,0.07864242499996976
1647,6.999999489683736e-07,0.00015566249999210413,0.00016078750005021902,0.0004111000000364129,0.0003741875000002892,0.21850036250003768,0.0034211375000268163,0.005413587500044059,0.07830184999997414
1648,6.125000027168426e-07,0.00015637499998888416,0.00016446250000967666,0.0004241624999963278,0.0003781875000470336,0.2188860999999349,0.003348399999964613,0.005400787500036586,0.07645311249996212
1649,6.428571655955498e-07,0.00015550000000530417,0.00016095000003701898,0.0004167374999610729,0.0003707999999846834,0.21992796249995195,0.0033341749999635795,0.0054132500000321215,0.07955616250001185
1650,7.874999710111297e-07,0.00018400000001861372,0.00016203749996179795,0.0004102624999973159,0.00037697142855514746,0.21878688749995945,0.003310300000009647,0.005619512499976054,0.07681043750002914
1651,6.249999557894625e-07,0.00015731250002204433,0.00016189999999483007,0.00040810000002368597,0.0003755249999812804,0.21872671250002895,0.003343737500046018,0.005456574999982422,0.07740773749998198
1652,7.999999525054591e-07,0.00018110000002025117,0.00016431249997594932,0.0004142375000242282,0.000377549999996063,0.21763507499994716,0.003337400000020807,0.0056963875000235475,0.07838948749997598
1653,5.999999928008037e-07,0.0001581500000042979,0.0001626857143232233,0.0004133999999851312,0.00038611250005260445,0.21923293750003836,0.00343626250000284,0.005451599999929613,0.07782468750005478
1654,6.000000212225132e-07,0.0001561999999596862,0.00016097500008527277,0.00042167500004097747,0.00037241249995645376,0.21845144999991817,0.0033303624999803105,0.005373325000022078,0.07886262500002772
1655,6.000000537044668e-07,0.00015622500004042195,0.00016212500003121022,0.0004120124999928976,0.00037781250000534783,0.21864972499997748,0.003363225000015291,0.005429574999993747,0.07824527499997203
1656,6.14285681876936e-07,0.00015708749998566418,0.0001620249999518819,0.0004207000000064909,0.00038359999996373517,0.2205443625000214,0.0033127124999623447,0.005400749999978416,0.07791721249998318
1657,6.24999984211172e-07,0.00015503750003631467,0.00016151250000007167,0.0004167874999154719,0.00036717499997962477,0.22019639999999185,0.0034487750000096185,0.005351987499977895,0.08110686250000754
1658,7.250000635394827e-07,0.00016068749999931242,0.0001672500000324817,0.0004744000000016513,0.00038218749998009116,0.22612893750005014,0.003320587499985095,0.005332512499961695,0.07758337499998902
1659,6.250000126328814e-07,0.00016612499999268948,0.0001679249999995136,0.00041795000001343396,0.0003876750000415541,0.2225800874999493,0.003412975000003371,0.005423337500019443,0.07800819999997088
1660,6.142857143588896e-07,0.00015664999997966333,0.00016260000001011576,0.00041263749994868704,0.0003694250000307875,0.2225580374999936,0.0034274625000136894,0.0054594749999807846,0.07815342500001066
1661,7.333333845357023e-07,0.00015948750004213252,0.00016801250006892587,0.0004166250000139371,0.00038178750003226014,0.2230533250000235,0.003523875000013277,0.005504825000002711,0.0767455999999811
1662,8.500001058564521e-07,0.00015788749999501306,0.0001643749999686861,0.00041509999999789216,0.00037838750000673826,0.22236321249999946,0.003406200000000581,0.005472212499995521,0.07723871249999092
1663,6.250000694763003e-07,0.00015707499997574814,0.00016436249995877006,0.0004166749999399144,0.00038052499999707834,0.2217408374999934,0.003387924999998404,0.00544997500000477,0.07757377499999052
1664,6.400000074791023e-07,0.00015788749993816964,0.00016441249999843421,0.00042564999995420294,0.00038295000001653534,0.22488518750000708,0.0033735750000687403,0.0055932375000224965,0.07691883750001693
1665,6.14285681876936e-07,0.0001596875000586806,0.00016533749999325664,0.00041781249998962267,0.00039368750000789987,0.22244825000001356,0.003341724999984308,0.005433487499971079,0.07902721249999445
1666,9.571429018251365e-07,0.00015778749997252817,0.00016365714285322092,0.0004552124999577245,0.00036778750003918503,0.22384526250002068,0.003327212499982579,0.005403937500005895,0.07749963750001143
1667,7.000001005508238e-07,0.00015712499995856888,0.00016428750001296066,0.00041686250000338987,0.0003815999999972064,0.22384400000001392,0.003424762500003453,0.005682700000051,0.08057001250006124
1668,6.12500031138552e-07,0.00015672499995389444,0.00016591249999464708,0.00041516249999062893,0.0003776249999702941,0.2222842749999927,0.003405212500069865,0.005556175000037911,0.0790205249999758
1669,6.250000126328814e-07,0.0001582999999690011,0.00016652499999736392,0.0004224374999637348,0.0003839250000510219,0.22387167499996963,0.0033600625000076434,0.00545726249995937,0.08047127500003626
1670,6.499999756215402e-07,0.00015827499998977146,0.00016448750002950874,0.0004825624999682532,0.0003813875000275857,0.22414914999998814,0.00340022500000714,0.0055039285714104024,0.08304666249995307
1671,6.000000212225132e-07,0.00015828750008495263,0.00016418749999047577,0.0004162499999722513,0.000383112500031757,0.22529293749997237,0.0035394625000151336,0.005474887499985925,0.08094542499995327
1672,6.714286168322101e-07,0.000162762499968494,0.00016853750003065215,0.00042136249999202846,0.0003829750000363674,0.22470862500003363,0.003407925000033174,0.00559423749999155,0.08307863749999456
1673,7.000000247595987e-07,0.00015897500000505715,0.00016556250000121508,0.0005009875000894226,0.00037645000003294626,0.22407483749992707,0.0033680624999590236,0.005685475000007045,0.08199060000001168
1674,6.374999941272108e-07,0.00015852499998914027,0.0001678624999215117,0.00041847499997516024,0.00038337500001262015,0.2266589124999996,0.003396587500020587,0.005483137499965096,0.08048713750005732
1675,8.250000291809556e-07,0.0002098375000230135,0.00016466250002622473,0.00041983750000440523,0.0003870499999436561,0.22523572500000455,0.003340474999987464,0.00566658749997373,0.08177281250002011
1676,6.000000212225132e-07,0.00018511249999164647,0.000165271428581296,0.0004189499999824875,0.00038552500001287626,0.2263513499999874,0.003440462500009289,0.005709800000005316,0.07901990000002002
1677,7.750000179385097e-07,0.00016102857145077514,0.00016761250000740802,0.0004178625000008651,0.00039332500000455184,0.22836916250000172,0.003352587499961146,0.005799262500005398,0.086011275000061
1678,6.62499985537579e-07,0.0001648250000130247,0.00023303750000991386,0.00042877500001736735,0.000392362500008403,0.23339363749997233,0.00338171250001551,0.005597974999972166,0.08434069999995586
1679,6.714285518683027e-07,0.0001602125000488286,0.00016572499998801504,0.0004189499999256441,0.0003853624999692329,0.22677463750000015,0.0035168749999741067,0.005451700000037363,0.08382886249998478
1680,7.000000550760887e-07,0.0001588125000466789,0.0001651499999866246,0.0004741875000036089,0.0003843000000358643,0.2291500375000055,0.0033968375000199558,0.005658925000034287,0.08045253750000825
1681,6.125000027168426e-07,0.00015884999996274018,0.0001666249999914271,0.000426257142895078,0.00038523750004060275,0.22629848750000292,0.003397762500014778,0.005525225000013734,0.08189990000002467
1682,6.749999954536179e-07,0.00016491249999717184,0.00017061249994299033,0.000416062499994041,0.00038841249997290106,0.225287475000016,0.0034645249999698535,0.005743737500012003,0.08294588749998866
1683,5.750000013904355e-07,0.00015845000001490916,0.00016587499996489896,0.00041766250004116046,0.00038580000003207715,0.22878042500002493,0.0034110625000209893,0.005533012499995493,0.08456202499999677
1684,6.500000040432496e-07,0.00015982499999722677,0.00016573749999793108,0.0004199999999627835,0.00038622500002816196,0.22694320000005064,0.003382474999995111,0.005514100000027611,0.08257016249996241
1685,5.833334171256865e-07,0.00015799999999899228,0.00016488750003418318,0.0004196499999977732,0.0003843375000371907,0.22708099999994147,0.003478000000029624,0.005470987499990088,0.08295476249998046
1686,6.285714399772197e-07,0.00016072500005748225,0.00016456250000373984,0.0004536250000057862,0.00039849999996022234,0.22786308750008288,0.003409500000003618,0.006122237500051142,0.08450309999997785
1687,5.571429418133838e-07,0.00015897142845590549,0.00016593749995763574,0.00041842500007760464,0.00038463750001938024,0.22680018749997544,0.003448637500014229,0.005495762500061119,0.08657515000010108
1688,6.999998731771484e-07,0.0001599124999529522,0.00016614999992725643,0.0004520499999216554,0.0003842124999096086,0.22898129999998673,0.003449962499985304,0.005477399999961108,0.08601916249995156
1689,6.142857143588896e-07,0.0001589875000718166,0.000166812499912794,0.000496262499950717,0.00038546249993487436,0.2274708499999747,0.0035675625000521904,0.005497125000147207,0.08471423750006579
1690,6.571428587319263e-07,0.00015812500004130925,0.0001664124999933847,0.0004228375001389395,0.00038707499993506644,0.22963353750003535,0.0034724000000778688,0.005557400000043344,0.08445316250009682
1691,6.285714724591733e-07,0.0001615624999544707,0.00016649999997753184,0.0004214749999960077,0.0003869750000831118,0.23418850000007296,0.0034385749999614745,0.005503699999849232,0.08363047499994991
1692,6.000000212225132e-07,0.00015905000014981852,0.0001647500000672153,0.00042217499998287167,0.00038562499997851774,0.22839573750002273,0.0034645375000081913,0.005639624999901116,0.08568000000002485
1693,6.62499985537579e-07,0.000159412500011058,0.00016660000000001673,0.00041991250003547975,0.0003919124999924861,0.23120202499995912,0.0035696375000497937,0.005617599999993672,0.0852253249999535
1694,6.625000423809979e-07,0.00015830000000960354,0.00016743750006753544,0.00042166250005948314,0.00038740000013604003,0.2312160500000573,0.003424362500084044,0.005761862500037296,0.08887981250001076
1695,6.125000595602614e-07,0.00015903749999779393,0.000166849999857277,0.00042856250001932494,0.0003873000000567117,0.23019278750007288,0.003474550000078125,0.005586862499967538,0.08531297499996526
1696,6.125000027168426e-07,0.00015871250008103743,0.00016594999988228665,0.0004214749999960077,0.00039505000000872315,0.22950599999995802,0.0034827000002337627,0.005852600000025632,0.08310063750002428
1697,6.571429236958335e-07,0.00016122499999937645,0.0001678374998732579,0.0004236500000160959,0.0003950749999717118,0.2348171750001029,0.004021262499918521,0.005660887499971068,0.0840185374999578
1698,6.375000225489202e-07,0.00015981249998731073,0.00016622499998675266,0.0004246375000320768,0.0003907874999526939,0.23053830000003472,0.0034619749999365013,0.005654087500033711,0.08479303749993505
1699,5.999999643790943e-07,0.0001587375000440261,0.00016545000005407928,0.0004276624999874912,0.0003889125000569038,0.24177252500004442,0.0036361625000154163,0.00640873749983939,0.08911293750009008
1700,6.571428587319263e-07,0.00016783749993010133,0.00017725000003565583,0.0004259874999661406,0.0003984375000527507,0.2311576874999446,0.0034952125000131673,0.005540974999973969,0.0855032875000461
1701,6.000000212225132e-07,0.00015880000000834116,0.0001659249999761414,0.00042526249995944454,0.0003889750000212189,0.23112546250007426,0.0034962499999551255,0.005569437500014374,0.08702363750001041
1702,6.142856493949824e-07,0.0001597875000811655,0.00016626249981754881,0.0004266499999516782,0.00038879999999608117,0.23114528749999863,0.003521775000024263,0.0056603625001230284,0.088435225000012
1703,8.249999723375367e-07,0.0001978375001385757,0.00016573749996950937,0.00047772499999609863,0.0003888874999802283,0.2322018125000227,0.0034149749999983214,0.005829074999951445,0.08661206249985298
1704,5.499999815583578e-07,0.00016033750006272385,0.0001712714286311114,0.0004258749999621614,0.0003903625000134525,0.2340815750000047,0.003478400000005877,0.0057124250000128995,0.08821694999994634
1705,6.375000225489202e-07,0.00016090000002577654,0.00016817499988519558,0.00043492500003594614,0.0003961875001436965,0.23339464999997972,0.0035052750000659216,0.005603374999964217,0.08664818749997494
1706,1.0750002275017323e-06,0.0002801124999791682,0.00028831250000393993,0.0007056500000430788,0.0003963714285159118,0.23252557500006787,0.003465687500010972,0.0055545375000178865,0.08860397500001227
1707,6.375000225489202e-07,0.00015933749989471835,0.00016582500001049993,0.0004257250000136992,0.0003929874999926142,0.23387044999992668,0.003439762499965582,0.005687637500102483,0.08805869999991955
1708,6.428571655955498e-07,0.00016014999994240497,0.000166512500072713,0.00042440000009946743,0.00039044999999759966,0.23459159999993062,0.003530449999971097,0.00556552500000862,0.0895036000000573
1709,5.571429418133838e-07,0.00016231249992415542,0.00016829999998435596,0.0004281125000602515,0.00039111250003998066,0.23376167499998246,0.003464125000050444,0.005609987500122315,0.09069063749996076
1710,6.285714724591733e-07,0.00016279999999824213,0.00016934999996465194,0.0004259124999634878,0.00039251250001370863,0.23888122499994324,0.0036580375000312415,0.005660325000064859,0.08953998750001801
1711,8.714286455610168e-07,0.00018942500003049645,0.0001729500000351436,0.000462025000047106,0.0003933124999662141,0.23670546250002644,0.003422299999954248,0.00571238749995473,0.09091632499996649
1712,7.200000254670158e-07,0.00016873750013246536,0.00017513750003672612,0.0004242624999619693,0.00039121250000562213,0.23841590000006363,0.0035202374999698804,0.005622925000011492,0.0883618749999755
1713,6.000000861864205e-07,0.00016129999988022194,0.00016755000007151466,0.0004267499999741631,0.00039173750013787867,0.23413521250006397,0.0035022375000721695,0.005719324999972741,0.09010652499989646
1714,6.875000622130756e-07,0.00017307499990693032,0.0001709874999846761,0.0004268999999794687,0.00039234999997006526,0.23818778750001002,0.003472237500091069,0.005891537500076538,0.0866810499999815
1715,6.125000595602614e-07,0.00016851249995397666,0.0001735875000008491,0.0004298249999123982,0.0003915125000162334,0.23605812499994272,0.0034834249999562417,0.005623062500092146,0.08734350000003133
1716,6.142857143588896e-07,0.00017042500002162342,0.00017272500002718516,0.00043447500002002926,0.00039288749985644245,0.23552566249998108,0.0034991375000004155,0.0056365625001149056,0.0894520249999573
1717,6.250000410545908e-07,0.00016112499992004814,0.0001682000000187145,0.00042899999994006066,0.000397287499936283,0.2352456625000059,0.003623000000061438,0.0056032124999205735,0.08800581250005735
1718,7.999999525054591e-07,0.00016367500006708724,0.00016948750010215008,0.0004291125000008833,0.00039785000006986593,0.23664206249992503,0.0034742750000305023,0.00558331250010724,0.0881780374999721
1719,5.750000582338544e-07,0.00016077500004030298,0.00016708750001726003,0.0004253999999264124,0.0004025999999726082,0.23857431249990668,0.0035096249999355678,0.005612437500019496,0.08813344999992978
1720,6.875000622130756e-07,0.0001627500000154214,0.00016879999998309358,0.0004286500000603155,0.0003972249999151245,0.23774435000007088,0.0035105250000810884,0.005635812499974691,0.08890538749994903
1721,6.000000212225132e-07,0.00016391249994285317,0.00016762500001732406,0.00043103749999318097,0.0003914714285591409,0.23676413749990388,0.003490500000054908,0.005629999999882784,0.08892393750016936
1722,6.000000212225132e-07,0.00016912500007038034,0.00017085000001770823,0.0004476874999568281,0.00039757500007908675,0.2374510500001179,0.003595650000022488,0.005765999999880478,0.08890044999992597
1723,7.166666667520379e-07,0.00017254999994520404,0.00017253749979317945,0.00043078750002223387,0.0003939375000072687,0.23701381250003806,0.003476437500069096,0.005734474999940176,0.08842957500002058
1724,6.285714074952661e-07,0.00016232499996249317,0.00016841249998833518,0.00043130000005930924,0.0004003499999498672,0.23819450000007691,0.0034927374999256244,0.005619662500009781,0.08724013749997539
1725,8.833333898413306e-07,0.0002169124999795713,0.00017066249995423277,0.00042978750002475863,0.00039548749992945886,0.2393735874999834,0.004096137500084751,0.005889237499957289,0.08814415000000508
1726,6.142857143588896e-07,0.00016228749996116676,0.000167474999955175,0.0004295749999982945,0.00039480000003777604,0.2400008500000581,0.003520712499948786,0.005785412500074472,0.08710736250003492
1727,5.714286349497602e-07,0.00016425714284196147,0.00016994999992903104,0.0004375624999397587,0.0003948749998698986,0.23997642499989524,0.003514199999926859,0.005863399999896046,0.08844717499999888
1728,8.571428224968258e-07,0.00022926249999954962,0.00017095000004019312,0.0004362375001960572,0.00039927500000658256,0.2393207499999903,0.003506425000011859,0.005905937500017444,0.08566865000005919
1729,6.375000793923391e-07,0.00016293749996521,0.00016962499995543112,0.00043387500005565016,0.0003981125000791508,0.2397128249999696,0.003547687499917629,0.0057217750000972956,0.08965898749994494
1730,6.142857793227969e-07,0.00016239999996514598,0.00016972499980738576,0.0004333750000000691,0.00039427500001920635,0.23840960000001132,0.0035580374999995,0.0057406624999885025,0.08735660000002099
1731,6.142857143588896e-07,0.00016193749991089135,0.00016787499998827116,0.0004294624999943153,0.0003978000001438886,0.23943496249995633,0.003535400000203026,0.0057973249999463405,0.08921050000003561
1732,5.714286349497602e-07,0.00016347499996527404,0.00016937142871548922,0.00047847499996578335,0.000395699999955923,0.23989682500001663,0.0035562250000111817,0.006000850000020819,0.08759041249993516
1733,6.125001164036803e-07,0.0001625499999704516,0.00017229999997425693,0.0005112750000080268,0.0003951875002030647,0.24112297499999613,0.0035616999999774634,0.005703825000011875,0.08810157499999605
1734,7.500000265281415e-07,0.00016343749996394763,0.0001681124999208805,0.0004313625000236243,0.00039638750007497947,0.24136702500010188,0.003481774999954723,0.005805737499997576,0.08806617499993763
1735,5.875001534150215e-07,0.00016410000000632863,0.0001707000000124026,0.0004375874999595908,0.0004000250000331107,0.24056436250015167,0.003529649999961748,0.005728837499987094,0.09085101249991112
1736,7.333334603269274e-07,0.00016998750004404428,0.00017637499996681072,0.00043539999995800827,0.0003980625000394866,0.24407471250009394,0.003518437500076743,0.0057565999998701045,0.090894525000067
1737,6.625000423809979e-07,0.00016366249997190607,0.00017008750000968575,0.0004317875000197091,0.00039946250012690143,0.2475062624999964,0.0036324874999991152,0.005857175000016923,0.09663507499993784
1738,6.999998731771484e-07,0.00017468750002080924,0.00018308750009055075,0.000518912499956059,0.0004055375000575623,0.2435028374999888,0.0035519375001058506,0.0061609249999037274,0.09198488750001843
1739,6.374999657055014e-07,0.00016376249993754755,0.0001689000000624219,0.00043271250001453154,0.0003997750000053202,0.24258025000011685,0.003540624999970987,0.0057476499999324915,0.0917099249999751
1740,7.20000116416486e-07,0.00016979999998056883,0.00018191250001109438,0.00043367499995383696,0.00040065000001732187,0.24443525000003774,0.0035645625000029213,0.00576687500006301,0.09162307500002953
1741,6.571427288041118e-07,0.00017174999999269858,0.00017732499998146523,0.0004445874999419175,0.00040053750001334265,0.2418464625000638,0.003582512499974655,0.0057179125000743625,0.09399841249995688
1742,7.333333087444771e-07,0.00017245000003640598,0.00017646249989411444,0.0005335000000741275,0.00041955000000371,0.24418561250001858,0.0035808750000683176,0.005752575000087745,0.09093662499992661
1743,7.999999525054591e-07,0.00017345714292917234,0.00017696249989285207,0.00043343749990754077,0.00039880000008452043,0.24261603749977212,0.0034870999999725427,0.00581306250006719,0.09215599999998858
1744,6.250000410545908e-07,0.00017336250004973408,0.00017913749996978368,0.00048202499999661086,0.0004043375000719607,0.24369948750000958,0.0036151500000300985,0.005828025000027992,0.09290173749997166
1745,6.57142793768019e-07,0.0001714625000772685,0.00017854999987321207,0.0004387124999425396,0.0004056125000602151,0.24403667499990433,0.0035468124999624706,0.005704224999988128,0.09308383749993254
1746,7.142856962413394e-07,0.00017255000005889087,0.00018189999997275663,0.0004393375000404376,0.00040957499999194624,0.2437423375000094,0.0035629000001335953,0.005868062500042015,0.0948895124999467
1747,8.285715011879802e-07,0.00026793749992748417,0.00017028749999781212,0.00044343750005282345,0.00040111428578321854,0.2442696375001674,0.0035809000000881497,0.005835837500058005,0.09258033749989636
1748,6.857143099685865e-07,0.00017272499997034174,0.00017628749998266358,0.0004344500000570406,0.00040096250000942746,0.24439206250002599,0.003540037499931259,0.005703574999984085,0.09441872499985493
1749,6.499999471998308e-07,0.00017162500006406844,0.000175887499892724,0.00043559999994613463,0.0004020999999738706,0.25320478750006714,0.003516874999945685,0.005793999999980315,0.10150478750000502
1750,6.249999273677531e-07,0.0001706625000110762,0.00017798750002384622,0.00043638749986030234,0.0004236624999407468,0.24492167499988682,0.003575912499968581,0.005875962499999332,0.09399539999998296
1751,6.571428587319263e-07,0.0002981750000685679,0.00017278750004834365,0.0004395500000100583,0.00040332499997930427,0.2483980250000286,0.0035789500001328634,0.005768649999993158,0.0951498000000015
1752,6.625000992244168e-07,0.00017176250003103632,0.00017968749995134203,0.0004460249999738153,0.0004020250000849046,0.2482062249999899,0.003768325000010009,0.005901212500020847,0.09495821249998926
1753,8.50000030065227e-07,0.00026608750005152615,0.00020768749993749225,0.0005547625000872358,0.00040027500011774464,0.24748976249998123,0.00354322499998716,0.005884012500018798,0.09347388749995389
1754,6.125000027168426e-07,0.00016458750008041534,0.0001698624999448839,0.0004353000000492102,0.0003995000000713844,0.24892014999994672,0.004096637500026645,0.005873062500029391,0.09328502500000013
1755,6.50000098782281e-07,0.00017146249996358165,0.00018246250010633958,0.0005469750000202112,0.0004048750001288681,0.2488265500000466,0.0035289124999735577,0.00592001249998475,0.09638842499992961
1756,7.249999498526449e-07,0.00017306250009596624,0.0001787875000331951,0.00044191249992309167,0.0004004874999736785,0.2491839000000482,0.0035535874999936823,0.006024762499976077,0.09551672499998176
1757,6.714285518683027e-07,0.00017302499992410958,0.00017797499998550848,0.000440337499924226,0.0004024624998919535,0.24839402499986818,0.0036178875000132393,0.005807075000063833,0.09602455000015198
1758,6.875000622130756e-07,0.00017370000000482833,0.0001819999999383981,0.0004395875000113847,0.0004113874999802647,0.24771301250001443,0.0035713500000156273,0.00605404999998882,0.0949364625000726
1759,6.00000078065932e-07,0.00017407499996124898,0.00017421249998506028,0.0004520875001503555,0.0004052250000086133,0.2451009749999571,0.003566987499937113,0.00618395000003602,0.09460315000001174
1760,6.24999984211172e-07,0.00016411249998782296,0.00017042500007846684,0.0004389874999901622,0.00041523750002170345,0.24835363749991757,0.003670699999986482,0.006015424999930019,0.09410047500006158
1761,5.83333379230074e-07,0.0001723500000139211,0.00017743749998544445,0.0004370875000176966,0.00040152500002932356,0.24874215000005506,0.00363372500009973,0.005825312500064683,0.09601984999994784
1762,7.333334603269274e-07,0.00017233749991873992,0.00017967500008353454,0.00043448749994468017,0.0004069874999572676,0.2479577250001057,0.0036608499999601918,0.006013625000036882,0.09314403749999656
1763,6.857143099685865e-07,0.00017560000009098076,0.00017927499987990814,0.00044130000003406167,0.00041727500007482377,0.2503847499999665,0.003633137500060002,0.005855000000110522,0.09756090000001905
1764,7.000000247595987e-07,0.00017276250008535499,0.00018101250009294745,0.00044658749988002455,0.000520624999978736,0.25011941249999836,0.003625724999949398,0.00584936249998691,0.09629753749999281
1765,6.428571655955498e-07,0.00017414999990705837,0.0001806500000043343,0.0005720625001117696,0.00040534999999408683,0.24947128749994363,0.0036227749999966363,0.005878612499998326,0.09548174999991943
1766,6.599999323952943e-07,0.00017447142863602494,0.00017823749999479332,0.0004426875000262953,0.00040504999998347557,0.24889703750005765,0.003736712500028716,0.006108412500054783,0.09743890000004285
1767,6.624998718507413e-07,0.00017282499993598321,0.00018113749996473416,0.00044032499994273167,0.00040423749999263237,0.24905376250001154,0.0036637375000054817,0.005831062499964901,0.09815922500001761
1768,6.285713425313588e-07,0.0001724625000179003,0.00017932500014694597,0.00043894999998883577,0.00040169999999761785,0.2499666250000132,0.003614162499957274,0.005863924999971459,0.09991787499996008
1769,6.250000978980097e-07,0.00017476250002346205,0.00018284285709212002,0.0004404625000802298,0.0004045499998710511,0.2550579624999614,0.0036062375000369684,0.0060585625000726395,0.09819494999993594
1770,6.374999657055014e-07,0.0001749999999560714,0.00017803750006351038,0.0004663624999352578,0.00041192500003717214,0.24924971250004546,0.0035902374999068343,0.005885187500041411,0.10134771250000085
1771,6.374999657055014e-07,0.00017275000004701724,0.00018472499999688807,0.0004397875000563545,0.000403337500017642,0.24974918750001507,0.003632462499979283,0.005854525000017929,0.09830000000005157
1772,6.749999670319085e-07,0.00017339999999421707,0.0001820250000150736,0.0004404874999295316,0.0004045999999675587,0.2501826374999041,0.0036661750000348547,0.005865949999986242,0.09817907499990497
1773,6.125001164036803e-07,0.0001734750000537133,0.0001714124999807609,0.00044286250010827644,0.00040455000004158137,0.25116551249999475,0.003599850000114202,0.0059793249999984255,0.09829500000000735
