n,const_f,sum_f,prod_f,direct_poly,horners_poly,sort.bubblesort.sort,sort.quicksort.sort,sort.timsort.sort,matrix_mult
1774,6.374999088620825e-07,0.00017239999999674183,0.00017896249994464597,0.0004418374999772823,0.0004055142857656132,0.25323602500003517,0.0036764125000559034,0.0059340125000630906,0.09680106250004883
1775,7.500000265281415e-07,0.00017651249982009176,0.0001839999999333486,0.00046429999997599225,0.0004095750001056331,0.2518750875000819,0.0035748500000067907,0.005991987500010509,0.10083006249993787
1776,6.142857143588896e-07,0.00017541249991381846,0.00018152499990264914,0.0004578499999183805,0.00040557142866808657,0.2535607125000183,0.003647375000014108,0.005962399999987156,0.09935219999999845
1777,6.250000410545908e-07,0.00017325000010259828,0.0001787500000318687,0.00044476250008074203,0.00041218749993277015,0.25410670000002256,0.0036664749999886226,0.005855362500028605,0.09837329999987787
1778,6.24999984211172e-07,0.00017578749998392595,0.0001797375000478496,0.0004438499999537271,0.0004051999999887812,0.2537759124999752,0.003597974999991038,0.0059694249999893145,0.1004519624999034
1779,6.250000410545908e-07,0.00017578749998392595,0.00018438750004179383,0.00045782500001223525,0.0004076250000366599,0.2542293374999076,0.003679512499957127,0.005993424999985564,0.1007767125000214
1780,8.500001058564521e-07,0.0001754999998979656,0.00018003750005846086,0.0004458250001562192,0.00041286249989980206,0.25150405000005094,0.0035699375000035616,0.00593140000000858,0.0992469125000639
1781,8.750000120016921e-07,0.0001756500001306449,0.00017416249994539612,0.00044509999997899286,0.0004130124999619511,0.25472575000003417,0.003648837499952151,0.006180737500073974,0.10410490000009531
1782,6.374999657055014e-07,0.0001750999999785563,0.0001803000000109023,0.00045491250000395667,0.0004108250000740554,0.2576312125000868,0.0036468125000510554,0.006297774999950434,0.10132867500010434
1783,6.125000027168426e-07,0.00017607500001304288,0.00018022500012193632,0.00044316250000520085,0.0004079000000274391,0.2550109750000047,0.003702175000000807,0.006024975000059385,0.09947431249997862
1784,6.999998731771484e-07,0.00017579999996542028,0.00018430000000080327,0.0004444499999749496,0.00041008750008586503,0.2540142125000102,0.0036243285714070744,0.006018437500017626,0.09892516250005201
1785,6.285714724591733e-07,0.0001750999999785563,0.00018327500004033936,0.0004460124998786341,0.00040812500003539753,0.2541416999999342,0.003640062499925989,0.005911712499937494,0.10131933750005828
1786,6.500000608866685e-07,0.0001751250000552318,0.00018083750001096632,0.000452637500018227,0.0004072374999282147,0.2547410999999329,0.0036399749999986852,0.0059110874999532825,0.10087511249992076
1787,7.499999128413037e-07,0.00017551249993630336,0.0001815142857464837,0.000493912500019178,0.00041065000016260456,0.2552150749999669,0.0037250000001449735,0.006023112499974559,0.09948166250001123
1788,6.000000212225132e-07,0.0001777428572365482,0.00017953750000287982,0.00044357500007663475,0.000408924999987903,0.25516401250001763,0.0036263500001041393,0.00603310000002466,0.09879452499990293
1789,6.125000027168426e-07,0.00018496249998634084,0.00018728750006857808,0.0004531749999614476,0.00045866250002291054,0.2561172624999699,0.003689725000015187,0.006034725000006347,0.09889373750007735
1790,6.875000622130756e-07,0.00017543749999049396,0.00018259999995962062,0.0005969000000050073,0.0004128749999381398,0.2552410875001101,0.003827375000014399,0.0060935625000411164,0.0973213000000328
1791,7.20000116416486e-07,0.00017773750005289912,0.00018259999984593378,0.00045846250003478417,0.0004150500000150714,0.2544752000000585,0.003687250000041331,0.005968462499993166,0.10025098750008965
1792,6.499999471998308e-07,0.00017649999989544085,0.00019433750003372552,0.0004638500000737622,0.0004137375000254906,0.2565776249999203,0.0036952249999444575,0.006672250000008262,0.09882540000000972
1793,6.124998890300049e-07,0.00017588750000641085,0.0001771749999761596,0.00044540000004644753,0.0004069624999374355,0.25621281249988215,0.003666200000054687,0.006103612499941846,0.1011103874999435
1794,6.375000225489202e-07,0.0001766874999589163,0.00018172500006130576,0.0006597375000296779,0.000409187499883501,0.2572489125000743,0.0036552124999502666,0.006174287500016362,0.10141259999988961
1795,6.000000212225132e-07,0.00017807500000799337,0.00017996249999896463,0.0004482374999952299,0.0004116625000278873,0.26107138749989645,0.003662274999953752,0.0060823374999472435,0.10160739999997759
1796,6.999999868639861e-07,0.0001770875001056993,0.00018158750003749446,0.00044816249987889023,0.00041037500005813854,0.25806484999998247,0.00367368749994057,0.006033637500081568,0.09995339999994712
1797,7.500002539018169e-07,0.00017756249991407458,0.0001825125000323169,0.0004586249999647407,0.00041167500006622504,0.25807827499994573,0.003674062499840147,0.006095062499980486,0.1024265874999628
1798,6.250000978980097e-07,0.00017574999998259955,0.0001841749999584863,0.0004525999999600572,0.0004120249999459702,0.2599146000000019,0.003663100000039776,0.006071425000016006,0.10263066250013253
1799,7.000000031049629e-07,0.0001767624999047257,0.00018706250006061964,0.00046048750010641015,0.0004132750001417662,0.26027042500004427,0.0037032875000022614,0.006022212500056412,0.10234603749989901
1800,6.999999868639861e-07,0.00017786250003837267,0.00018353750004962421,0.00045622499987985066,0.00041211249998696076,0.25819216250005184,0.003714812499879372,0.006192499999997381,0.10303637499998786
1801,6.500000608866685e-07,0.00017657499995493708,0.00018169999992778685,0.0004565124999089676,0.0004180999999903179,0.2585197875000631,0.003610275000028196,0.006258262500068668,0.10370613749995528
1802,7.428572124419069e-07,0.00017760000008593124,0.00018250000006706353,0.00045377500003951354,0.00042681249993847814,0.25828953749999073,0.003654662499911865,0.00612136250003914,0.10306908749998911
1803,6.249999273677531e-07,0.0001747375000604734,0.00018310000007204508,0.0004557250000516433,0.00041320000008227,0.2594556500001204,0.003663075000019944,0.006190799999899355,0.104946062500062
1804,5.750000013904355e-07,0.0001777749999405387,0.0001818375001221284,0.0004700124999885702,0.0004148250000639564,0.2604187874999866,0.003721162499971342,0.0062892999999917265,0.10333507499984762
1805,6.428570356677353e-07,0.00017536249993099773,0.00018099999994092286,0.0004472875000374188,0.00041503749997673367,0.2651536499999452,0.0037505428571681216,0.006066099999941343,0.10427793750000092
1806,7.500001781105917e-07,0.00018058749992633238,0.00020161249989314456,0.0004784750000226268,0.00041537500004551475,0.26054089999996677,0.0037421874999949978,0.006270674999939274,0.11582621249999647
1807,6.874999485262379e-07,0.00017546250001032604,0.00017642499994963146,0.00046022499998343847,0.0004127249999896776,0.26223165000004656,0.003722337500107642,0.006229162500062557,0.10487113749996979
1808,6.000000212225132e-07,0.00017737500002112938,0.00018813750000390428,0.000447349999888047,0.0004141374999448999,0.2610952874998702,0.0037430374999871674,0.006233049999877949,0.10461485000001858
1809,7.500001402149792e-07,0.00017739999998411804,0.00018312500009187715,0.0004727125000840715,0.00041663750005227485,0.26242746249988613,0.003704800000036812,0.005999287499946604,0.10535781249978982
1810,6.62499985537579e-07,0.00017663749991925215,0.00018336250008132993,0.00045944999999392167,0.00041470000007848284,0.2626024000000484,0.0037193749999460124,0.006116200000008121,0.11327423750009302
1811,6.125000027168426e-07,0.00017560000003413734,0.00017945000001873268,0.00045543750002252636,0.00041485000008378847,0.2612565499999846,0.003715700000043398,0.006039924999981849,0.10720161249992088
1812,7.000000247595987e-07,0.00017823749999479332,0.00018647499996404804,0.00046115000009194773,0.0004218375000277774,0.26465057500001876,0.0037301000000411477,0.0060872499999504726,0.10477636249993338
1813,6.874999485262379e-07,0.00017858749998822532,0.00018463750001274093,0.00045447500002637753,0.0004164000000628221,0.26217805000004546,0.003731037499960621,0.006016825000017434,0.10459407500007956
1814,6.750000238753273e-07,0.00017778749992203302,0.00018401250008537318,0.0004531749999614476,0.00041407500003742825,0.2613332375000823,0.003918912500012084,0.006019275000085145,0.10731979999997066
1815,8.499998784827767e-07,0.00017826250007146882,0.0001777874998651896,0.00044946249994382015,0.0004166499998632389,0.2643654999999967,0.003819137499988301,0.006341337500032296,0.10782276250006362
1816,9.166665980349838e-07,0.00018882500006611735,0.00018468750005240508,0.00045638749998033745,0.0004178250000563821,0.26561306249993777,0.0037263125000208674,0.006216262500004177,0.1086958500000037
1817,7.250001772263204e-07,0.0001687625000386106,0.00017533749985432223,0.0004502875000298445,0.00041920000006712144,0.2659651499999427,0.0037216000001194516,0.006075524999971549,0.10756798749991958
1818,7.000001005508238e-07,0.0001772874999232954,0.00018248750012617165,0.0004564250000385073,0.0004170500000668653,0.26593844999996463,0.0036544749999620763,0.006068225000092298,0.11008968750002168
1819,6.125000595602614e-07,0.00018046249999770225,0.00018619999997326886,0.0004606874999808497,0.0004199625000183005,0.26424054999995406,0.0038369500001067536,0.0062077625000256376,0.10703314999989288
1820,7.399999958579428e-07,0.00017806250002649904,0.0001857125000697124,0.0006498250000390726,0.00041970000006585906,0.26606506250004713,0.0037777000000573935,0.006081649999998717,0.10685629999994717
1821,7.000000247595987e-07,0.00018161249988679629,0.00017577500000243163,0.0004560874999128828,0.0004170249999333464,0.2665367000000174,0.003801225000074737,0.006108262499992634,0.10531088750002482
1822,7.200000254670158e-07,0.00018127499993170204,0.00018366249992141093,0.00045857499986823314,0.0004177249999770538,0.266262987500113,0.0037521124999670974,0.006109275000028447,0.10551451250006494
1823,6.125000595602614e-07,0.0001792125000292799,0.0001852875000736276,0.00048087499993698657,0.00042082500004880785,0.2664045875000056,0.0038642124999910266,0.006171762500059685,0.10846518749997358
1824,5.875000397281838e-07,0.00017771250003306704,0.0001855499999692256,0.0004612875000020722,0.0004204500000355438,0.2645052999998825,0.003664787500042621,0.006387875000029908,0.10925566249994745
1825,6.500000608866685e-07,0.00017311249996510014,0.00017756250002776142,0.00045507500010444346,0.00041491250004810354,0.26605863750012304,0.003943475000085073,0.006333924999978535,0.10622827499997811
1826,6.000000861864205e-07,0.0001772000000528351,0.00018517499995596154,0.0004657249999695523,0.0004163749999861466,0.2683370499999569,0.0038296874999446118,0.006189650000067104,0.10954098749994046
1827,6.333333809986167e-07,0.0001787125000305423,0.0001865625000050386,0.0004629749999480737,0.0004163000000403372,0.2655131625000422,0.003925487499941482,0.006137087499951122,0.10751936249999972
1828,6.142857793227969e-07,0.0001776999999947293,0.00018509999995330872,0.00046703750007281997,0.0004152249999833657,0.2655949625000176,0.0037701749999996537,0.006131525000000693,0.10959093750000193
1829,6.999999868639861e-07,0.00018041250001488152,0.00018650000009756695,0.0004564250000385073,0.00041871250010672156,0.26936548750001066,0.003754712500040114,0.006586674999823572,0.1082324375000212
1830,6.500000040432496e-07,0.00018000000005713446,0.00018551250002474262,0.00046873749994347236,0.0004167375000179163,0.2694992875000253,0.0037010125000165317,0.00612347500003807,0.1102848499999709
1831,6.285714074952661e-07,0.00018028749997256455,0.0001857875000155218,0.0004645625000421205,0.00042040000010144595,0.26827615000007654,0.0037324249999528547,0.006170737499928691,0.1093186124999761
1832,6.125000595602614e-07,0.0001803375000122287,0.00019057500009012074,0.0004598999998393083,0.00041688750002322195,0.26656769999999597,0.003702162500076156,0.006209924999893701,0.11120217499995988
1833,6.142857143588896e-07,0.00018118750006124174,0.0001873499999192063,0.00046571249993121455,0.00042471249992104276,0.2706314375000147,0.0037429874999475032,0.006147312500047519,0.11010640000000649
1834,7.333331571620268e-07,0.000179462500000227,0.00018508750002865781,0.00047654999991664226,0.00041998750003813257,0.26965133750002224,0.0037771249999991596,0.006346549999989293,0.10898057500003233
1835,5.750000582338544e-07,0.0001782999999591084,0.00018624999989924618,0.0004543999999100379,0.00041911249991244404,0.2719685750000167,0.003762512499974946,0.006179887500024961,0.10904201249991274
1836,6.374999088620825e-07,0.00018071250002549277,0.0001864500000579028,0.00047892500003854366,0.0004181499999731386,0.2701280499999257,0.003951287499944556,0.006363662500064038,0.11181966249995412
1837,6.285714074952661e-07,0.00018107499994357568,0.00018958571425693144,0.0004710000000045511,0.0004218624999907661,0.27143688749998773,0.003774824999993598,0.006157887499909975,0.11219560000006368
1838,7.333333087444771e-07,0.00017846250000275177,0.0001858250000168482,0.0004578000000492466,0.00042018750008310235,0.2700917125000615,0.004041400000005524,0.006323637500031509,0.11055316250002534
1839,7.874999710111297e-07,0.0002229250000027605,0.00018618749999177453,0.00046032499994907994,0.00042217499998287167,0.2719946624999352,0.0038340000000971486,0.006440787500082479,0.11219295000000784
1840,5.999999643790943e-07,0.00017861249995121398,0.00018496250004318426,0.00047139999995644236,0.0004219750000515887,0.2695194624999431,0.003754925000066578,0.006162212499873476,0.11452792500006126
1841,6.749999670319085e-07,0.00018243749997282066,0.0001873749999958818,0.0004569625000954147,0.00041900000002215165,0.27278980000005504,0.0037659500000017943,0.006177099999888469,0.11203761249993249
1842,6.285714724591733e-07,0.00018052499996201732,0.00018812499996556653,0.0004586625001365974,0.0004192749999560874,0.27215408750004144,0.0037687999999889144,0.006168862499976058,0.1115201124999885
1843,7.500000265281415e-07,0.00018531249997977284,0.00018606250011998782,0.0004589750000150161,0.0004262250000692802,0.270418774999996,0.0037946874999192914,0.006153937500073425,0.11732867499989652
1844,6.62499985537579e-07,0.0001797749999923326,0.0001886750000039683,0.0004569875001152468,0.00042281249994857717,0.2708180500000026,0.0037771374999238105,0.006254774999945312,0.11474875000004658
1845,7.000000247595987e-07,0.00017298750009331343,0.00017762857143160154,0.0004621250000695909,0.0004209375001096305,0.275514512500024,0.003826762499954839,0.006343087500056299,0.11081252500002847
1846,6.50000022991056e-07,0.00017893750009534415,0.00017750000006344635,0.0005757000000130574,0.00042197500010843214,0.27453952499996603,0.003890237499945215,0.0062659000000167,0.11121221250016333
